"federalist" "federalist_1" "federalist_10" "federalist_11" "federalist_12" "federalist_13" "federalist_14" "federalist_15" "federalist_16" "federalist_17" "federalist_18" "federalist_19" "federalist_2" "federalist_20" "federalist_21" "federalist_22" "federalist_23" "federalist_24" "federalist_25" "federalist_26" "federalist_27" "federalist_28" "federalist_29" "federalist_3" "federalist_30" "federalist_31" "federalist_32" "federalist_33" "federalist_34" "federalist_35" "federalist_36" "federalist_37" "federalist_38" "federalist_39" "federalist_4" "federalist_40" "federalist_41" "federalist_42" "federalist_43" "federalist_44" "federalist_45" "federalist_46" "federalist_47" "federalist_48" "federalist_49" "federalist_5" "federalist_50" "federalist_51" "federalist_52" "federalist_53" "federalist_54" "federalist_55" "federalist_56" "federalist_57" "federalist_58" "federalist_59" "federalist_6" "federalist_60" "federalist_61" "federalist_62" "federalist_63" "federalist_64" "federalist_65" "federalist_66" "federalist_67" "federalist_68" "federalist_69" "federalist_7" "federalist_70" "federalist_71" "federalist_72" "federalist_73" "federalist_74" "federalist_75" "federalist_76" "federalist_77" "federalist_78" "federalist_79" "federalist_8" "federalist_80" "federalist_81" "federalist_82" "federalist_83" "federalist_84" "federalist_85" "federalist_9"
"which" 1.06374798144208 1.10769230769231 1.28840436075322 0.988924050632911 1.05407882676444 1.11561866125761 1.84757505773672 1.77076625885383 1.06589147286822 1.50564617314931 0.561797752808989 1.4946962391514 0.652431791221827 0.841968911917098 0.99304865938431 1.00840336134454 1.69398907103825 0.74147305981216 0.745526838966203 0.872817955112219 1.28205128205128 0.858895705521472 0.710795202132386 0.749829584185412 1.00704934541793 1.13895216400911 1.52418820410868 1.28579777907656 1.20751341681574 0.967032967032967 1.03748326639893 1.60701241782323 0.776815058261129 1.02700646633701 0.601684717208183 1.01639344262295 1.00953449242849 0.964285714285714 0.985221674876847 1.02739726027397 0.792171481826654 0.87220326128176 0.794797687861272 1.48226574907358 1.19047619047619 0.733137829912023 0.801424755120214 0.720164609053498 1.12721417069243 1.05263157894737 1.23762376237624 1.40776699029126 1.25448028673835 1.33749442710655 1.27719962157048 0.929752066115702 1.07334525939177 0.703605980650836 0.775193798449612 1.33333333333333 1.17955439056356 0.601633003867641 1.17762512266928 0.654735923177652 1.56156156156156 0.979751796211626 0.667779632721202 1.03181427343078 0.89126559714795 1.07770845150312 0.970402717127608 0.837170364169108 1.07003891050584 0.866904640489546 0.820092260379293 0.744416873449132 1.07351984385166 1.14613180515759 1.25422093584178 1.77921552769915 1.04272634791455 1.15755627009646 1.34881338569233 1.25562662876096 1.54411764705882 1.24378109452736
"by" 0.906877194781227 0.861538461538462 1.28840436075322 0.791139240506329 0.687442713107241 0.50709939148073 0.831408775981524 1.03026400515132 0.62984496124031 0.564617314930991 1.54494382022472 1.06075216972035 0.593119810201661 1.23056994818653 1.09235352532274 0.840336134453782 0.601092896174863 0.692041522491349 1.0934393638171 0.872817955112219 0.944669365721997 0.429447852760736 0.444247001332741 1.22699386503067 0.704934541792548 0.5125284738041 0.662690523525514 0.818234950321449 0.178890876565295 0.43956043956044 0.70281124497992 1.09569028487947 1.10546758291007 1.25523012552301 0.842358604091456 1.80327868852459 0.92540661805945 1.14285714285714 1.39090118806143 0.958904109589041 0.512581547064306 0.796359499431172 1.51734104046243 1.48226574907358 0.952380952380952 0.733137829912023 0.979519145146928 1.18312757201646 1.1808910359635 1.4187643020595 1.28712871287129 0.679611650485437 0.597371565113501 1.11457868925546 1.0406811731315 0.878099173553719 0.536672629695885 0.923482849604222 0.322997416020672 1.16666666666667 1.67103538663172 1.28921357971637 0.785083415112856 0.567437800087298 0.840840840840841 0.783801436969301 0.734557595993322 1.20378331900258 0.445632798573975 0.850822461712989 0.824842309558467 1.1301799916283 0.194552529182879 0.815910249872514 1.02511532547412 0.794044665012407 0.81327260897853 0.382043935052531 0.530631934394597 0.525677315002022 0.81383519837233 0.257234726688103 1.41710773433498 0.734423122482824 0.404411764705882 0.646766169154229
"as" 0.890985056263297 0.615384615384615 0.693756194251734 0.830696202531646 0.870760769935839 0.811359026369168 1.10854503464203 0.482936252414681 0.920542635658915 0.188205771643664 0.655430711610487 0.482160077145612 0.948991696322657 0.77720207253886 0.893743793445879 0.728291316526611 1.31147540983607 0.642609985170539 1.19284294234592 0.748129675810474 0.742240215924426 0.613496932515337 1.15504220346513 1.6359918200409 1.10775427995972 1.13895216400911 0.265076209410205 0.818234950321449 0.894454382826476 0.967032967032967 1.17135207496653 1.05916727538349 0.866447564983567 1.25523012552301 1.20336943441637 1.08196721311475 0.92540661805945 0.785714285714286 1.13010721529991 0.958904109589041 1.071761416589 0.796359499431172 0.722543352601156 1.00582318687136 0.892857142857143 0.219941348973607 0.979519145146928 1.440329218107 0.858829844337091 1.00686498855835 1.78217821782178 0.58252427184466 0.597371565113501 1.06999554168524 1.0406811731315 0.826446280991736 0.849731663685152 0.967458223394899 1.16279069767442 0.666666666666667 0.982961992136304 1.67597765363128 0.883218842001963 0.916630292448712 0.900900900900901 1.11038536903984 0.534223706176962 0.816852966466036 0.77243018419489 0.964265456608054 0.776322173702086 0.46044370029301 0.972762645914397 0.866904640489546 0.768836494105587 0.893300248138958 0.975927130774236 0.477554918815664 0.771828268210323 0.808734330772341 1.16988809766022 0.964630225080386 0.921973706675773 0.829187396351575 0.735294117647059 0.995024875621891
"this" 0.746930510342706 0.861538461538462 0.363396101750908 0.949367088607595 0.77910174152154 0.50709939148073 0.600461893764434 0.77269800386349 0.872093023255814 0.6900878293601 0.795880149812734 0.578592092574735 0.830367734282325 0.518134715025907 0.844091360476663 0.868347338935574 0.765027322404372 1.13692535837865 0.99403578528827 0.623441396508728 0.607287449392713 0.429447852760736 0.621945801865837 0.408997955010225 0.855991943605237 0.740318906605923 1.06030483764082 1.05201636469901 0.626118067978533 0.615384615384615 0.836680053547523 0.620891161431702 0.717060053779504 0.798782807151008 0.0601684717208183 0.590163934426229 0.785193494111049 0.642857142857143 0.637496377861489 0.856164383561644 0.232991612301957 0.341296928327645 0.867052023121387 0.741132874536792 0.297619047619048 0.439882697947214 0.6233303650935 0.668724279835391 0.805152979066023 0.68649885583524 1.03960396039604 0.58252427184466 0.896057347670251 0.57958091841284 0.662251655629139 0.929752066115702 0.491949910554562 0.747581354441513 0.904392764857881 0.708333333333333 0.557011795543906 0.472711645896003 0.883218842001963 0.916630292448712 0.720720720720721 0.84911822338341 1.06844741235392 0.945829750644884 0.47534165181224 0.453771979580261 0.485201358563804 1.1301799916283 0.778210116731518 0.71392146863845 0.717580727831881 0.893300248138958 0.845803513337671 0.764087870105062 0.916546068499759 0.566114031540639 1.11902339776195 0.90032154340836 1.02441522963975 0.852878464818763 0.477941176470588 0.746268656716418
"for" 0.665931868864225 0.8 0.594648166501487 0.751582278481013 0.366636113657195 0.304259634888438 0.92378752886836 0.611719253058596 0.436046511627907 0.752823086574655 0.374531835205993 0.38572806171649 0.830367734282325 1.16580310880829 0.297914597815293 0.588235294117647 0.92896174863388 0.543746910528917 0.546719681908549 0.914380714879468 0.472334682860999 0.98159509202454 0.75521990226566 0.81799591002045 1.15810674723061 0.341685649202733 0.265076209410205 0.526008182349503 1.16279069767442 0.527472527472527 0.535475234270415 0.43827611395179 0.627427547057066 0.570559147965006 0.782190132370638 0.786885245901639 1.00953449242849 0.785714285714286 0.840336134453782 0.684931506849315 0.605778191985089 0.417140690178233 0.289017341040462 0.847008999470619 0.714285714285714 0.586510263929619 0.534283170080142 0.720164609053498 0.697799248523886 1.00686498855835 0.495049504950495 0.87378640776699 0.537634408602151 0.847079803834151 0.662251655629139 0.671487603305785 0.626118067978533 0.571679859278804 1.09819121447028 0.708333333333333 0.884665792922674 0.601633003867641 0.785083415112856 0.742034046268005 0.660660660660661 1.17570215545395 0.601001669449082 0.644883920894239 0.71301247771836 0.567214974475326 0.679281901989326 0.627877773126831 0.875486381322957 0.407955124936257 0.461301896463352 0.942928039702233 0.487963565387118 1.43266475644699 0.434153400868307 0.485240598463405 0.534079348931841 0.257234726688103 0.665869899265836 0.639658848614073 0.441176470588235 0.54726368159204
"would" 0.652602978494348 0.123076923076923 0.198216055500496 1.97784810126582 1.00824931255729 1.41987829614604 0.23094688221709 0.418544752092724 1.74418604651163 0.752823086574655 0.280898876404494 0.192864030858245 0.29655990510083 0.0647668393782383 0.595829195630586 0.560224089635854 0.218579234972678 1.23578843302027 1.04373757455268 0.665004156275977 0.202429149797571 0.736196319018405 0.844069302532208 0.136332651670075 1.10775427995972 0.284738041002278 1.52418820410868 0.876680303915839 0.894454382826476 0.703296703296703 0.200803212851406 0.255661066471877 0.44816253361219 0.304298212248003 1.02286401925391 0.19672131147541 0.252383623107123 0.535714285714286 0.347725297015358 0.993150684931507 0.512581547064306 1.09973454683352 0.144508670520231 0.158814187400741 1.30952380952381 2.71260997067449 0.979519145146928 0.462962962962963 0.429414922168545 0.274599542334096 0.297029702970297 0.485436893203884 0.2389486260454 0.267498885421311 0.567644276253548 0.826446280991736 0.268336314847943 1.23131046613896 1.09819121447028 0.208333333333333 0.360419397116645 0.30081650193382 1.22669283611384 0.436490615451768 0.3003003003003 0.457217504898759 0.901502504173623 2.19260533104041 0.326797385620915 0.907543959160522 1.21300339640951 1.21389702804521 0.875486381322957 1.37684854665987 1.17888262429523 1.58808933002481 0.618087182823682 0.477554918815664 1.30246020260492 0.404367165386171 0.534079348931841 0.707395498392283 0.819532183711798 0.426439232409382 0.220588235294118 0.398009950248756
"or" 0.672083664419552 0.369230769230769 0.726792203501817 0.474683544303797 0.320806599450046 0.304259634888438 0.508083140877598 1.22343850611719 0.823643410852713 0.81555834378921 0.187265917602996 0.433944069431051 0.593119810201661 0.518134715025907 1.04270109235353 0.588235294117647 0.437158469945355 0.593178447849728 0.745526838966203 0.498753117206983 0.944669365721997 0.49079754601227 0.75521990226566 2.1813224267212 1.00704934541793 0.740318906605923 0.728959575878065 0.701344243132671 0.536672629695885 0.527472527472527 0.937081659973226 0.474799123447772 0.507917538093815 0.532521871434005 1.44404332129964 0.327868852459016 0.588895120583287 0.535714285714286 0.608519269776876 1.26712328767123 0.372786579683131 0.530906332954114 0.65028901734104 0.582318687136051 0.595238095238095 0.733137829912023 0.712377560106857 0.360082304526749 0.375738056897477 0.549199084668192 0.445544554455446 0.970873786407767 0.29868578255675 0.980829246544806 0.520340586565752 0.361570247933884 0.849731663685152 0.835532102022867 0.516795865633075 0.5 0.524246395806029 0.601633003867641 0.883218842001963 0.523788738542121 0.3003003003003 0.391900718484651 0.467445742904841 0.429922613929493 0.742721330956625 0.964265456608054 0.776322173702086 1.00460443700293 1.16731517509728 0.458949515553289 1.17888262429523 0.446650124069479 0.618087182823682 0.382043935052531 0.820067534973468 0.889607763849575 0.534079348931841 0.836012861736334 0.443913266177224 0.497512437810945 0.441176470588235 0.54726368159204
"have" 0.650039730346295 0.615384615384615 0.528576148001321 0.593354430379747 0.595783684692942 0.405679513184584 0.785219399538106 0.998068254990341 0.581395348837209 0.250941028858218 0.234082397003745 0.530376084860174 1.00830367734282 0.647668393782383 0.446871896722939 0.392156862745098 0.601092896174863 0.593178447849728 0.546719681908549 0.665004156275977 0.337381916329285 0.674846625766871 0.310972900932919 0.477164280845262 0.553877139979859 0.626423690205011 0.331345261762757 0.75978959672706 0.715563506261181 0.395604395604396 0.937081659973226 0.949598246895544 0.627427547057066 0.114111829593001 0.541516245487365 0.852459016393443 0.729108244531688 0.714285714285714 0.608519269776876 1.13013698630137 0.792171481826654 0.568828213879408 0.505780346820809 0.582318687136051 0.297619047619048 0.0733137829912024 1.06856634016028 0.154320987654321 1.0198604401503 0.320366132723112 0.792079207920792 0.29126213592233 0.4778972520908 0.490414623272403 0.851466414380322 1.13636363636364 1.20751341681574 0.351802990325418 0.775193798449612 0.291666666666667 0.688073394495413 0.81650193382037 0.834151128557409 0.567437800087298 1.26126126126126 0.914435009797518 0.567612687813022 0.988822012037833 0.95068330362448 0.510493477027794 0.339640950994663 0.627877773126831 0.486381322957198 0.815910249872514 0.820092260379293 0.645161290322581 0.618087182823682 0.573065902578797 0.868306801736614 0.768297614233724 0.584944048830112 0.45016077170418 0.921973706675773 0.639658848614073 0.845588235294118 1.19402985074627
"will" 0.644400584420578 1.53846153846154 0.991080277502478 0.67246835443038 0.504124656278643 0.912778904665314 1.20092378752887 0.611719253058596 0.242248062015504 0.752823086574655 0.0468164794007491 0.0482160077145612 0.118623962040332 0.259067357512953 0.297914597815293 0.30812324929972 0.819672131147541 0.395452298566485 0.497017892644135 0.457190357439734 2.29419703103914 0.797546012269939 0.488671701466015 1.6359918200409 0.553877139979859 0.341685649202733 0.198807157057654 0.526008182349503 0.715563506261181 0.923076923076923 1.07095046854083 0.365230094959825 0.358530026889752 0.570559147965006 0.902527075812274 0.229508196721311 0.701065619742008 0.214285714285714 0.55056505360765 0.342465753424658 1.49114631873253 1.51687523701176 0.144508670520231 0.582318687136051 0.0595238095238095 0.439882697947214 0.6233303650935 1.18312757201646 0.536768652710682 1.1441647597254 0.742574257425743 0.970873786407767 1.73237753882915 1.06999554168524 1.79754020813623 1.08471074380165 0.268336314847943 0.923482849604222 0.452196382428941 0.708333333333333 0.622542595019659 1.07434464976364 1.42296368989205 1.00392841553907 0.18018018018018 0.84911822338341 0.200333889816361 0.0429922613929493 0.35650623885918 0.397050482132728 0.339640950994663 0.795311845960653 0.0972762645914397 0.305966343702193 1.02511532547412 0.496277915632754 0.455432661027977 0.668576886341929 0.530631934394597 0.646987464617873 0.762970498474059 0.45016077170418 0.409766091855899 0.900260601753139 0.588235294117647 0.348258706467662
"not" 0.634660241457976 0.861538461538462 0.462504129501156 0.791139240506329 0.274977085242896 0.50709939148073 0.600461893764434 0.51513200257566 0.968992248062015 0.250941028858218 0.280898876404494 0.192864030858245 0.593119810201661 0.259067357512953 0.397219463753724 0.700280112044818 0.601092896174863 0.642609985170539 0.397614314115308 0.955943474646717 0.134952766531714 0.49079754601227 0.399822301199467 0.886162235855487 0.352467270896274 0.683371298405467 0.99403578528827 0.75978959672706 0.670840787119857 0.835164835164835 0.502008032128514 0.693937180423667 0.956080071706005 0.836820083682008 0.842358604091456 0.622950819672131 0.504767246214246 0.785714285714286 0.753404810199942 0.547945205479452 0.465983224603914 0.758437618505878 0.433526011560694 0.741132874536792 0.773809523809524 0.586510263929619 0.890471950133571 0.462962962962963 0.59044551798175 0.869565217391304 0.891089108910891 0.679611650485437 0.657108721624851 0.668747213553277 0.709555345316935 0.671487603305785 0.760286225402504 0.571679859278804 0.516795865633075 0.708333333333333 0.851900393184797 0.859475719810915 0.883218842001963 0.960279353993889 0.780780780780781 0.718484650555193 0.367278797996661 0.60189165950129 0.445632798573975 0.397050482132728 0.630761766132945 0.54416073670992 0.389105058365759 0.611932687404386 0.717580727831881 0.297766749379653 0.585556278464541 0.764087870105062 0.578871201157742 0.606550748079256 0.661241098677518 0.836012861736334 0.614649137783848 0.710732054015636 0.735294117647059 0.646766169154229
"from" 0.572629636275088 0.676923076923077 0.429468120251074 0.751582278481013 0.916590284142988 0.50709939148073 0.600461893764434 0.708306503541533 0.581395348837209 0.313676286072773 0.468164794007491 0.77145612343298 0.29655990510083 1.23056994818653 0.794438927507448 0.672268907563025 0.382513661202186 0.543746910528917 0.646123260437376 0.457190357439734 0.404858299595142 0.368098159509202 0.621945801865837 1.0906612133606 0.453172205438066 0.626423690205011 0.662690523525514 0.584453535943892 0.581395348837209 0.351648351648352 0.769745649263722 0.766983199415632 0.657305049297879 0.874857360213009 0.541516245487365 0.524590163934426 0.616937745372967 0.392857142857143 0.173862648507679 0.342465753424658 0.419384902143523 0.417140690178233 0.433526011560694 0.688194812069878 0.297619047619048 0.879765395894428 0.801424755120214 0.360082304526749 0.697799248523886 0.503432494279176 0.693069306930693 0.58252427184466 0.537634408602151 0.534997770842621 0.473036896877956 0.671487603305785 0.760286225402504 0.571679859278804 0.581395348837209 0.875 0.524246395806029 0.558659217877095 0.637880274779195 0.523788738542121 0.36036036036036 0.783801436969301 0.434056761268781 0.515907136715391 0.5941770647653 0.907543959160522 0.727802037845706 0.586019254918376 0.389105058365759 0.509943906170321 0.563813429010764 0.694789081885856 0.910865322055953 0.764087870105062 0.482392667631452 0.323493732308937 0.534079348931841 0.964630225080386 0.392692504695236 0.497512437810945 0.367647058823529 0.348258706467662
"their" 0.562889293312486 0.861538461538462 0.693756194251734 0.435126582278481 0.641613198900092 0.101419878296146 0.877598152424942 0.225370251126851 0.581395348837209 0.627352572145546 1.07677902621723 0.530376084860174 1.24555160142349 1.29533678756477 0.397219463753724 0.644257703081233 0.437158469945355 0.642609985170539 0.546719681908549 0.415627597672485 0.404858299595142 0.797546012269939 0.621945801865837 0.749829584185412 0.40281973816717 0.569476082004556 0.265076209410205 0.292226767971946 0.447227191413238 0.835164835164835 0.502008032128514 0.840029218407597 0.746937556020317 0.608596424496006 1.14320096269555 1.14754098360656 0.364554122265844 0.428571428571429 0.289771080846132 0.308219178082192 0.32618825722274 1.09973454683352 0.0361271676300578 0.741132874536792 0.833333333333333 0.806451612903226 1.15761353517364 0.360082304526749 0.483091787439614 0.183066361556064 0.594059405940594 0.776699029126214 0.537634408602151 1.02541239411502 0.614947965941343 0.516528925619835 0.670840787119857 0.615655233069481 0.322997416020672 0.541666666666667 0.524246395806029 0.902449505801461 0.245338567222767 0.611086861632475 0.3003003003003 0.783801436969301 0.200333889816361 0.773860705073087 0.65359477124183 0.794100964265457 0.582241630276565 0.334868145667643 0.194552529182879 0.101988781234064 0.358790363915941 0.595533498759305 1.04098893949252 1.14613180515759 0.771828268210323 0.242620299231702 0.279755849440488 0.385852090032154 0.273177394570599 0.687040985548448 0.257352941176471 0.696517412935323
"with" 0.565965191090149 0.369230769230769 0.363396101750908 0.870253164556962 0.824931255728689 1.01419878296146 0.323325635103926 0.611719253058596 0.62984496124031 0.627352572145546 0.608614232209738 1.06075216972035 0.771055753262159 0.582901554404145 0.744786494538232 0.560224089635854 0.87431693989071 0.247157686604053 0.397614314115308 0.374064837905237 0.404858299595142 0.552147239263804 0.533096401599289 0.681663258350375 0.604229607250755 0.626423690205011 0.331345261762757 0.292226767971946 0.536672629695885 0.527472527472527 0.502008032128514 0.620891161431702 0.657305049297879 0.456447318372005 0.72202166064982 0.491803278688525 0.448681996634885 0.571428571428571 0.492610837438424 0.616438356164384 0.698974836905871 0.68259385665529 0.722543352601156 0.42350449973531 0.654761904761905 0.806451612903226 0.445235975066785 0.308641975308642 0.59044551798175 0.503432494279176 0.594059405940594 0.533980582524272 0.955794504181601 0.178332590280874 0.614947965941343 0.516528925619835 0.670840787119857 0.307827616534741 0.452196382428941 0.541666666666667 0.524246395806029 0.601633003867641 0.588812561334642 1.00392841553907 0.720720720720721 0.522534291312867 0.634390651085142 0.515907136715391 0.5941770647653 0.794100964265457 0.485201358563804 0.627877773126831 0.389105058365759 0.764915859255482 0.358790363915941 0.297766749379653 0.390370852309694 0.382043935052531 0.627110467920888 0.444803881924788 0.356052899287894 0.385852090032154 0.512207614819874 0.33167495854063 0.294117647058824 0.696517412935323
"are" 0.539307410350396 0.738461538461539 0.89197224975223 0.356012658227848 0.687442713107241 0.405679513184584 0.323325635103926 0.708306503541533 0.145348837209302 0.313676286072773 0.0936329588014981 0.819672131147541 0.355871886120996 0.841968911917098 0.397219463753724 0.504201680672269 0.983606557377049 0.494315373208107 0.695825049701789 0.249376558603491 0.67476383265857 0.368098159509202 0.444247001332741 0.5453306066803 0.352467270896274 1.0250569476082 0.132538104705103 0.467562828755114 0.849731663685152 0.659340659340659 0.635876840696118 0.657414170927684 0.567672542575441 0.760745530620008 0.661853188929001 0.426229508196721 0.420639371845205 0.321428571428571 0.434656621269197 0.445205479452055 0.32618825722274 0.492984452028821 0.939306358381503 0.317628374801482 0.892857142857143 0.219941348973607 0.356188780053428 0.462962962962963 0.429414922168545 0.869565217391304 0.742574257425743 0.631067961165049 0.776583034647551 1.15916183682568 0.33112582781457 0.309917355371901 0.805008944543828 0.527704485488127 0.581395348837209 0.625 0.393184796854522 1.07434464976364 0.392541707556428 0.174596246180707 0.42042042042042 0.261267145656434 0.1669449081803 0.300945829750645 0.683303624480095 0.283607487237663 0.339640950994663 0.334868145667643 0.291828793774319 0.356960734319225 0.153767298821117 0.297766749379653 0.422901756668835 0.573065902578797 0.675349734684033 0.849171047310958 0.381485249237029 0.707395498392283 0.734164247908486 0.7818052594172 0.477941176470588 0.696517412935323
"on" 0.49470689257427 0.553846153846154 0.594648166501487 0.197784810126582 0.549954170485793 0.304259634888438 0.785219399538106 0.321957501609788 0.193798449612403 0.125470514429109 0.749063670411985 0.819672131147541 0.474495848161329 0.453367875647668 0.297914597815293 0.252100840336134 0.109289617486339 0.543746910528917 0.546719681908549 0.29093931837074 0.269905533063428 0.0613496932515337 0.133274100399822 0.408997955010225 0.40281973816717 0.284738041002278 0.927766732935719 0.292226767971946 0.491949910554562 0.351648351648352 0.200803212851406 0.693937180423667 0.44816253361219 0.950931913275009 0.661853188929001 0.459016393442623 0.757150869321368 0.785714285714286 0.956244566792234 0.993150684931507 0.465983224603914 1.2135001896094 0.722543352601156 0.847008999470619 0.952380952380952 0.366568914956012 0.979519145146928 1.08024691358025 1.0198604401503 0.366132723112128 0.940594059405941 0.436893203883495 0.657108721624851 0.847079803834151 0.851466414380322 0.309917355371901 0.223613595706619 0.263852242744063 0.387596899224806 0.791666666666667 0.655307994757536 0.601633003867641 0.245338567222767 0.305543430816237 0.18018018018018 0.195950359242325 0.200333889816361 0.60189165950129 0.445632798573975 0.397050482132728 0.291120815138282 0.209292591042277 0.389105058365759 0.254971953085161 0.205023065094823 0.148883374689826 0.325309043591412 0.477554918815664 0.530631934394597 0.363930448847554 0.406917599186165 0 0.307324568891924 0.497512437810945 0.661764705882353 0.447761194029851
"they" 0.477276805167508 0.369230769230769 0.363396101750908 0.395569620253165 0.366636113657195 0.304259634888438 0.785219399538106 0.482936252414681 0.726744186046512 0.439146800501882 0.561797752808989 0.433944069431051 1.30486358244365 0.453367875647668 0.347567030784508 0.420168067226891 0.218579234972678 0.247157686604053 0.447316103379722 0.498753117206983 0.337381916329285 0.49079754601227 0.310972900932919 0.340831629175187 0.503524672708963 0.569476082004556 0.265076209410205 0.526008182349503 0.313059033989267 0.923076923076923 0.267737617135207 0.511322132943755 0.657305049297879 0.380372765310004 1.02286401925391 0.918032786885246 0.420639371845205 0.214285714285714 0.347725297015358 0.513698630136986 0.0465983224603914 0.530906332954114 0.289017341040462 0.582318687136051 0.297619047619048 0.806451612903226 0.6233303650935 0.102880658436214 0.268384326355341 0.549199084668192 0.544554455445545 0.776699029126214 0.2389486260454 0.668747213553277 0.473036896877956 0.413223140495868 0.581395348837209 0.571679859278804 0.710594315245478 0.333333333333333 0.196592398427261 1.37516115169746 0.294406280667321 0.742034046268005 0.24024024024024 0.522534291312867 0.0333889816360601 0.300945829750645 0.89126559714795 0.964265456608054 0.485201358563804 0.586019254918376 0.194552529182879 0.152983171851096 0.410046130189646 0.248138957816377 0.650618087182824 0.382043935052531 0.627110467920888 0.323493732308937 0.279755849440488 0.643086816720257 0.495134027659211 0.521203506278133 0.330882352941176 0.995024875621891
"an" 0.477276805167508 0.676923076923077 0.462504129501156 0.593354430379747 0.504124656278643 0.304259634888438 0.415704387990762 0.579523502897618 0.62984496124031 0.564617314930991 0.234082397003745 0.433944069431051 0.0593119810201661 0.323834196891192 0.496524329692155 0.532212885154062 0.601092896174863 0.444883835887296 0.347912524850895 0.914380714879468 0.337381916329285 0.797546012269939 0.621945801865837 0.204498977505112 0.352467270896274 0.683371298405467 0.99403578528827 0.467562828755114 0.581395348837209 0.571428571428571 0.535475234270415 0.365230094959825 0.537795040334628 0.228223659186002 0.180505415162455 0.39344262295082 0.560852495793606 0.571428571428571 0.347725297015358 0.342465753424658 0.32618825722274 0.341296928327645 0.361271676300578 0.635256749602965 0.654761904761905 0.293255131964809 0.267141585040071 0.257201646090535 0.161030595813205 0.274599542334096 0.445544554455446 0.194174757281553 0.17921146953405 0.267498885421311 0.425733207190161 1.2396694214876 0.536672629695885 0.527704485488127 0.322997416020672 0.541666666666667 0.589777195281782 0.257842715943275 0.539744847890088 0.523788738542121 0.48048048048048 0.587851077726976 0.467445742904841 0.644883920894239 0.5941770647653 0.510493477027794 0.582241630276565 0.376726663876099 0.680933852140078 0.611932687404386 0.666324961558175 0.942928039702233 0.520494469746259 0.191021967526266 0.627110467920888 0.323493732308937 0.559511698880977 0.643086816720257 0.341471743213249 0.355366027007818 0.735294117647059 0.646766169154229
"states" 0.442929279983595 0.123076923076923 0.0991080277502478 0.514240506329114 0.458295142071494 0.912778904665314 0.554272517321016 0.354153251770766 0.532945736434108 0.250941028858218 0.0936329588014981 0.289296046287367 0.118623962040332 0.129533678756477 0.595829195630586 0.728291316526611 0.273224043715847 0.247157686604053 0.497017892644135 0.29093931837074 0.134952766531714 0.306748466257669 0.266548200799645 0.749829584185412 0.251762336354481 0.113895216400911 1.39165009940358 0.233781414377557 0.536672629695885 0.263736263736264 0.334672021419009 0.109569028487947 0.358530026889752 0.912894636744009 0.0601684717208183 1.04918032786885 0.336511497476164 1.10714285714286 1.30396986380759 1.02739726027397 1.02516309412861 0.606750094804702 0.0722543352601156 0.105876124933827 0 0.0733137829912024 0.0890471950133571 0.154320987654321 0.483091787439614 0.732265446224256 1.23762376237624 0.388349514563107 0.597371565113501 0.222915737851092 0.804162724692526 0.516528925619835 0.35778175313059 0.175901495162709 0.387596899224806 0.625 0.163826998689384 0.171895143962183 0 0.0436490615451768 0.540540540540541 0.326583932070542 0.534223706176962 1.37575236457438 0.089126559714795 0.0567214974475326 0 0.167434072833822 0.486381322957198 0.152983171851096 0.205023065094823 0.148883374689826 0.0650618087182824 0.191021967526266 0.530631934394597 1.53659522846745 0.457782299084435 0.514469453376206 0.392692504695236 0.45013030087657 0.588235294117647 0.597014925373134
"government" 0.426524491836055 0.553846153846154 0.429468120251074 0.197784810126582 0.366636113657195 0.811359026369168 0.415704387990762 0.450740502253702 0.581395348837209 0.564617314930991 0.327715355805243 0.0482160077145612 0.533807829181495 0.259067357512953 0.446871896722939 0.364145658263305 0.87431693989071 0.197726149283243 0.497017892644135 0.374064837905237 1.07962213225371 0.98159509202454 0.355397601066193 1.0906612133606 0.704934541792548 0.569476082004556 0.198807157057654 0.409117475160725 0.35778175313059 0.175824175824176 0.535475234270415 0.43827611395179 0.567672542575441 1.21719284899201 0.962695547533093 0.852459016393443 0.364554122265844 0.25 0.637496377861489 0.376712328767123 0.931966449207829 0.834281380356466 0.361271676300578 0.688194812069878 0.773809523809524 0.146627565982405 0.178094390026714 1.18312757201646 0.536768652710682 0.68649885583524 0.247524752475248 0.194174757281553 0.1194743130227 0.624164065983058 0.425733207190161 0.619834710743802 0.0894454382826476 0.439753737906772 0.129198966408269 0.791666666666667 0.294888597640891 0.0859475719810915 0.343473994111874 0.218245307725884 0.12012012012012 0.457217504898759 0.233722871452421 0.0859845227858985 0.386215092097445 0.283607487237663 0.242600679281902 0.167434072833822 0.194552529182879 0.152983171851096 0.102511532547412 0.248138957816377 0.292778139232271 0.191021967526266 0.144717800289436 0.242620299231702 0.178026449643947 0.192926045016077 0.273177394570599 0.592276711679697 0.367647058823529 0.845771144278607
